lang	status	key	issues	english_value	current_value
de	NG	game.- '&7Tijdslimiet	NG_MISSING_KEY		
it	NG	game.- '&7Tijdslimiet	NG_MISSING_KEY		
sv	NG	game.- '&7Tijdslimiet	NG_MISSING_KEY		
es	NG	game.- '&7Tijdslimiet	NG_MISSING_KEY		
fi	NG	game.- '&7Tijdslimiet	NG_MISSING_KEY		
fr	NG	game.- '&7Tijdslimiet	NG_MISSING_KEY		
hi	NG	game.- '&7Tijdslimiet	NG_MISSING_KEY		
is	NG	game.- '&7Tijdslimiet	NG_MISSING_KEY		
ko	NG	game.- '&7Tijdslimiet	NG_MISSING_KEY		
la	NG	game.- '&7Tijdslimiet	NG_MISSING_KEY		
lzh	NG	game.- '&7Tijdslimiet	NG_MISSING_KEY		
nl	NG	game.- '&7Tijdslimiet	NG_PLACEHOLDER_MISMATCH en=[] lang=['{timeLimit}']		&f{timeLimit}s'
ojp	NG	game.- '&7Tijdslimiet	NG_MISSING_KEY		
pt	NG	game.- '&7Tijdslimiet	NG_MISSING_KEY		
ru	NG	game.- '&7Tijdslimiet	NG_MISSING_KEY		
sa	NG	game.- '&7Tijdslimiet	NG_MISSING_KEY		
zh_tw	NG	game.- '&7Tijdslimiet	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7Tijdslimiet	NG_MISSING_KEY		
ja	NG	game.- '&7Time Limit	NG_MISSING_KEY	&f{timeLimit}s'	
de	NG	game.- '&7Time Limit	NG_MISSING_KEY	&f{timeLimit}s'	
it	NG	game.- '&7Time Limit	NG_MISSING_KEY	&f{timeLimit}s'	
sv	NG	game.- '&7Time Limit	NG_MISSING_KEY	&f{timeLimit}s'	
es	NG	game.- '&7Time Limit	NG_MISSING_KEY	&f{timeLimit}s'	
fi	NG	game.- '&7Time Limit	NG_MISSING_KEY	&f{timeLimit}s'	
fr	NG	game.- '&7Time Limit	NG_MISSING_KEY	&f{timeLimit}s'	
hi	NG	game.- '&7Time Limit	NG_MISSING_KEY	&f{timeLimit}s'	
is	NG	game.- '&7Time Limit	NG_MISSING_KEY	&f{timeLimit}s'	
ko	NG	game.- '&7Time Limit	NG_MISSING_KEY	&f{timeLimit}s'	
la	NG	game.- '&7Time Limit	NG_MISSING_KEY	&f{timeLimit}s'	
lzh	NG	game.- '&7Time Limit	NG_MISSING_KEY	&f{timeLimit}s'	
nl	NG	game.- '&7Time Limit	NG_MISSING_KEY	&f{timeLimit}s'	
ojp	NG	game.- '&7Time Limit	NG_MISSING_KEY	&f{timeLimit}s'	
pt	NG	game.- '&7Time Limit	NG_MISSING_KEY	&f{timeLimit}s'	
ru	NG	game.- '&7Time Limit	NG_MISSING_KEY	&f{timeLimit}s'	
sa	NG	game.- '&7Time Limit	NG_MISSING_KEY	&f{timeLimit}s'	
zh_tw	NG	game.- '&7Time Limit	NG_MISSING_KEY	&f{timeLimit}s'	
asl_gloss	NG	game.- '&7Time Limit	NG_MISSING_KEY	&f{timeLimit}s'	
ja	NG	game.- '&7Totaal kisten	NG_MISSING_KEY		
en	NG	game.- '&7Totaal kisten	NG_MISSING_KEY		
de	NG	game.- '&7Totaal kisten	NG_MISSING_KEY		
it	NG	game.- '&7Totaal kisten	NG_MISSING_KEY		
sv	NG	game.- '&7Totaal kisten	NG_MISSING_KEY		
es	NG	game.- '&7Totaal kisten	NG_MISSING_KEY		
fi	NG	game.- '&7Totaal kisten	NG_MISSING_KEY		
fr	NG	game.- '&7Totaal kisten	NG_MISSING_KEY		
hi	NG	game.- '&7Totaal kisten	NG_MISSING_KEY		
is	NG	game.- '&7Totaal kisten	NG_MISSING_KEY		
ko	NG	game.- '&7Totaal kisten	NG_MISSING_KEY		
la	NG	game.- '&7Totaal kisten	NG_MISSING_KEY		
lzh	NG	game.- '&7Totaal kisten	NG_MISSING_KEY		
nl	NG	game.- '&7Totaal kisten	NG_PLACEHOLDER_MISMATCH en=[] lang=['{totalChests}']		&f{totalChests}'
ojp	NG	game.- '&7Totaal kisten	NG_MISSING_KEY		
pt	NG	game.- '&7Totaal kisten	NG_MISSING_KEY		
ru	NG	game.- '&7Totaal kisten	NG_MISSING_KEY		
sa	NG	game.- '&7Totaal kisten	NG_MISSING_KEY		
zh_tw	NG	game.- '&7Totaal kisten	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7Totaal kisten	NG_MISSING_KEY		
ja	NG	game.- '&7Total Chests	NG_MISSING_KEY	&f{totalChests}'	
de	NG	game.- '&7Total Chests	NG_MISSING_KEY	&f{totalChests}'	
it	NG	game.- '&7Total Chests	NG_MISSING_KEY	&f{totalChests}'	
sv	NG	game.- '&7Total Chests	NG_MISSING_KEY	&f{totalChests}'	
es	NG	game.- '&7Total Chests	NG_MISSING_KEY	&f{totalChests}'	
fi	NG	game.- '&7Total Chests	NG_MISSING_KEY	&f{totalChests}'	
fr	NG	game.- '&7Total Chests	NG_MISSING_KEY	&f{totalChests}'	
hi	NG	game.- '&7Total Chests	NG_MISSING_KEY	&f{totalChests}'	
is	NG	game.- '&7Total Chests	NG_MISSING_KEY	&f{totalChests}'	
ko	NG	game.- '&7Total Chests	NG_MISSING_KEY	&f{totalChests}'	
la	NG	game.- '&7Total Chests	NG_MISSING_KEY	&f{totalChests}'	
lzh	NG	game.- '&7Total Chests	NG_MISSING_KEY	&f{totalChests}'	
nl	NG	game.- '&7Total Chests	NG_MISSING_KEY	&f{totalChests}'	
ojp	NG	game.- '&7Total Chests	NG_MISSING_KEY	&f{totalChests}'	
pt	NG	game.- '&7Total Chests	NG_MISSING_KEY	&f{totalChests}'	
ru	NG	game.- '&7Total Chests	NG_MISSING_KEY	&f{totalChests}'	
sa	NG	game.- '&7Total Chests	NG_MISSING_KEY	&f{totalChests}'	
zh_tw	NG	game.- '&7Total Chests	NG_MISSING_KEY	&f{totalChests}'	
asl_gloss	NG	game.- '&7Total Chests	NG_MISSING_KEY	&f{totalChests}'	
ja	NG	game.- '&7Totala kistor	NG_MISSING_KEY		
en	NG	game.- '&7Totala kistor	NG_MISSING_KEY		
de	NG	game.- '&7Totala kistor	NG_MISSING_KEY		
it	NG	game.- '&7Totala kistor	NG_MISSING_KEY		
sv	NG	game.- '&7Totala kistor	NG_PLACEHOLDER_MISMATCH en=[] lang=['{totalChests}']		&f{totalChests}'
es	NG	game.- '&7Totala kistor	NG_MISSING_KEY		
fi	NG	game.- '&7Totala kistor	NG_MISSING_KEY		
fr	NG	game.- '&7Totala kistor	NG_MISSING_KEY		
hi	NG	game.- '&7Totala kistor	NG_MISSING_KEY		
is	NG	game.- '&7Totala kistor	NG_MISSING_KEY		
ko	NG	game.- '&7Totala kistor	NG_MISSING_KEY		
la	NG	game.- '&7Totala kistor	NG_MISSING_KEY		
lzh	NG	game.- '&7Totala kistor	NG_MISSING_KEY		
nl	NG	game.- '&7Totala kistor	NG_MISSING_KEY		
ojp	NG	game.- '&7Totala kistor	NG_MISSING_KEY		
pt	NG	game.- '&7Totala kistor	NG_MISSING_KEY		
ru	NG	game.- '&7Totala kistor	NG_MISSING_KEY		
sa	NG	game.- '&7Totala kistor	NG_MISSING_KEY		
zh_tw	NG	game.- '&7Totala kistor	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7Totala kistor	NG_MISSING_KEY		
ja	NG	game.- '&7Treasure Chests	NG_MISSING_KEY	&f{treasureChests}'	
de	NG	game.- '&7Treasure Chests	NG_MISSING_KEY	&f{treasureChests}'	
it	NG	game.- '&7Treasure Chests	NG_MISSING_KEY	&f{treasureChests}'	
sv	NG	game.- '&7Treasure Chests	NG_MISSING_KEY	&f{treasureChests}'	
es	NG	game.- '&7Treasure Chests	NG_MISSING_KEY	&f{treasureChests}'	
fi	NG	game.- '&7Treasure Chests	NG_MISSING_KEY	&f{treasureChests}'	
fr	NG	game.- '&7Treasure Chests	NG_MISSING_KEY	&f{treasureChests}'	
hi	NG	game.- '&7Treasure Chests	NG_MISSING_KEY	&f{treasureChests}'	
is	NG	game.- '&7Treasure Chests	NG_MISSING_KEY	&f{treasureChests}'	
ko	NG	game.- '&7Treasure Chests	NG_MISSING_KEY	&f{treasureChests}'	
la	NG	game.- '&7Treasure Chests	NG_MISSING_KEY	&f{treasureChests}'	
lzh	NG	game.- '&7Treasure Chests	NG_MISSING_KEY	&f{treasureChests}'	
nl	NG	game.- '&7Treasure Chests	NG_MISSING_KEY	&f{treasureChests}'	
ojp	NG	game.- '&7Treasure Chests	NG_MISSING_KEY	&f{treasureChests}'	
pt	NG	game.- '&7Treasure Chests	NG_MISSING_KEY	&f{treasureChests}'	
ru	NG	game.- '&7Treasure Chests	NG_MISSING_KEY	&f{treasureChests}'	
sa	NG	game.- '&7Treasure Chests	NG_MISSING_KEY	&f{treasureChests}'	
zh_tw	NG	game.- '&7Treasure Chests	NG_MISSING_KEY	&f{treasureChests}'	
asl_gloss	NG	game.- '&7Treasure Chests	NG_MISSING_KEY	&f{treasureChests}'	
ja	NG	game.- '&7Truhen gesamt	NG_MISSING_KEY		
en	NG	game.- '&7Truhen gesamt	NG_MISSING_KEY		
de	NG	game.- '&7Truhen gesamt	NG_PLACEHOLDER_MISMATCH en=[] lang=['{totalChests}']		&f{totalChests}'
it	NG	game.- '&7Truhen gesamt	NG_MISSING_KEY		
sv	NG	game.- '&7Truhen gesamt	NG_MISSING_KEY		
es	NG	game.- '&7Truhen gesamt	NG_MISSING_KEY		
fi	NG	game.- '&7Truhen gesamt	NG_MISSING_KEY		
fr	NG	game.- '&7Truhen gesamt	NG_MISSING_KEY		
hi	NG	game.- '&7Truhen gesamt	NG_MISSING_KEY		
is	NG	game.- '&7Truhen gesamt	NG_MISSING_KEY		
ko	NG	game.- '&7Truhen gesamt	NG_MISSING_KEY		
la	NG	game.- '&7Truhen gesamt	NG_MISSING_KEY		
lzh	NG	game.- '&7Truhen gesamt	NG_MISSING_KEY		
nl	NG	game.- '&7Truhen gesamt	NG_MISSING_KEY		
ojp	NG	game.- '&7Truhen gesamt	NG_MISSING_KEY		
pt	NG	game.- '&7Truhen gesamt	NG_MISSING_KEY		
ru	NG	game.- '&7Truhen gesamt	NG_MISSING_KEY		
sa	NG	game.- '&7Truhen gesamt	NG_MISSING_KEY		
zh_tw	NG	game.- '&7Truhen gesamt	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7Truhen gesamt	NG_MISSING_KEY		
ja	NG	game.- '&7Tími	NG_MISSING_KEY		
en	NG	game.- '&7Tími	NG_MISSING_KEY		
de	NG	game.- '&7Tími	NG_MISSING_KEY		
it	NG	game.- '&7Tími	NG_MISSING_KEY		
sv	NG	game.- '&7Tími	NG_MISSING_KEY		
es	NG	game.- '&7Tími	NG_MISSING_KEY		
fi	NG	game.- '&7Tími	NG_MISSING_KEY		
fr	NG	game.- '&7Tími	NG_MISSING_KEY		
hi	NG	game.- '&7Tími	NG_MISSING_KEY		
is	NG	game.- '&7Tími	NG_PLACEHOLDER_MISMATCH en=[] lang=['{timeLimit}']		&f{timeLimit}s'
ko	NG	game.- '&7Tími	NG_MISSING_KEY		
la	NG	game.- '&7Tími	NG_MISSING_KEY		
lzh	NG	game.- '&7Tími	NG_MISSING_KEY		
nl	NG	game.- '&7Tími	NG_MISSING_KEY		
ojp	NG	game.- '&7Tími	NG_MISSING_KEY		
pt	NG	game.- '&7Tími	NG_MISSING_KEY		
ru	NG	game.- '&7Tími	NG_MISSING_KEY		
sa	NG	game.- '&7Tími	NG_MISSING_KEY		
zh_tw	NG	game.- '&7Tími	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7Tími	NG_MISSING_KEY		
ja	NG	game.- '&7Vaikeus	NG_MISSING_KEY		
en	NG	game.- '&7Vaikeus	NG_MISSING_KEY		
de	NG	game.- '&7Vaikeus	NG_MISSING_KEY		
it	NG	game.- '&7Vaikeus	NG_MISSING_KEY		
sv	NG	game.- '&7Vaikeus	NG_MISSING_KEY		
es	NG	game.- '&7Vaikeus	NG_MISSING_KEY		
fi	NG	game.- '&7Vaikeus	NG_PLACEHOLDER_MISMATCH en=[] lang=['{difficulty}']		&f{difficulty}'
fr	NG	game.- '&7Vaikeus	NG_MISSING_KEY		
hi	NG	game.- '&7Vaikeus	NG_MISSING_KEY		
is	NG	game.- '&7Vaikeus	NG_MISSING_KEY		
ko	NG	game.- '&7Vaikeus	NG_MISSING_KEY		
la	NG	game.- '&7Vaikeus	NG_MISSING_KEY		
lzh	NG	game.- '&7Vaikeus	NG_MISSING_KEY		
nl	NG	game.- '&7Vaikeus	NG_MISSING_KEY		
ojp	NG	game.- '&7Vaikeus	NG_MISSING_KEY		
pt	NG	game.- '&7Vaikeus	NG_MISSING_KEY		
ru	NG	game.- '&7Vaikeus	NG_MISSING_KEY		
sa	NG	game.- '&7Vaikeus	NG_MISSING_KEY		
zh_tw	NG	game.- '&7Vaikeus	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7Vaikeus	NG_MISSING_KEY		
ja	NG	game.- '&7Zeitlimit	NG_MISSING_KEY		
en	NG	game.- '&7Zeitlimit	NG_MISSING_KEY		
de	NG	game.- '&7Zeitlimit	NG_PLACEHOLDER_MISMATCH en=[] lang=['{timeLimit}']		&f{timeLimit}s'
it	NG	game.- '&7Zeitlimit	NG_MISSING_KEY		
sv	NG	game.- '&7Zeitlimit	NG_MISSING_KEY		
es	NG	game.- '&7Zeitlimit	NG_MISSING_KEY		
fi	NG	game.- '&7Zeitlimit	NG_MISSING_KEY		
fr	NG	game.- '&7Zeitlimit	NG_MISSING_KEY		
hi	NG	game.- '&7Zeitlimit	NG_MISSING_KEY		
is	NG	game.- '&7Zeitlimit	NG_MISSING_KEY		
ko	NG	game.- '&7Zeitlimit	NG_MISSING_KEY		
la	NG	game.- '&7Zeitlimit	NG_MISSING_KEY		
lzh	NG	game.- '&7Zeitlimit	NG_MISSING_KEY		
nl	NG	game.- '&7Zeitlimit	NG_MISSING_KEY		
ojp	NG	game.- '&7Zeitlimit	NG_MISSING_KEY		
pt	NG	game.- '&7Zeitlimit	NG_MISSING_KEY		
ru	NG	game.- '&7Zeitlimit	NG_MISSING_KEY		
sa	NG	game.- '&7Zeitlimit	NG_MISSING_KEY		
zh_tw	NG	game.- '&7Zeitlimit	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7Zeitlimit	NG_MISSING_KEY		
ja	NG	game.- '&7Время	NG_MISSING_KEY		
en	NG	game.- '&7Время	NG_MISSING_KEY		
de	NG	game.- '&7Время	NG_MISSING_KEY		
it	NG	game.- '&7Время	NG_MISSING_KEY		
sv	NG	game.- '&7Время	NG_MISSING_KEY		
es	NG	game.- '&7Время	NG_MISSING_KEY		
fi	NG	game.- '&7Время	NG_MISSING_KEY		
fr	NG	game.- '&7Время	NG_MISSING_KEY		
hi	NG	game.- '&7Время	NG_MISSING_KEY		
is	NG	game.- '&7Время	NG_MISSING_KEY		
ko	NG	game.- '&7Время	NG_MISSING_KEY		
la	NG	game.- '&7Время	NG_MISSING_KEY		
lzh	NG	game.- '&7Время	NG_MISSING_KEY		
nl	NG	game.- '&7Время	NG_MISSING_KEY		
ojp	NG	game.- '&7Время	NG_MISSING_KEY		
pt	NG	game.- '&7Время	NG_MISSING_KEY		
ru	NG	game.- '&7Время	NG_PLACEHOLDER_MISMATCH en=[] lang=['{timeLimit}']		&f{timeLimit}с'
sa	NG	game.- '&7Время	NG_MISSING_KEY		
zh_tw	NG	game.- '&7Время	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7Время	NG_MISSING_KEY		
ja	NG	game.- '&7Всего сундуков	NG_MISSING_KEY		
en	NG	game.- '&7Всего сундуков	NG_MISSING_KEY		
de	NG	game.- '&7Всего сундуков	NG_MISSING_KEY		
it	NG	game.- '&7Всего сундуков	NG_MISSING_KEY		
sv	NG	game.- '&7Всего сундуков	NG_MISSING_KEY		
es	NG	game.- '&7Всего сундуков	NG_MISSING_KEY		
fi	NG	game.- '&7Всего сундуков	NG_MISSING_KEY		
fr	NG	game.- '&7Всего сундуков	NG_MISSING_KEY		
hi	NG	game.- '&7Всего сундуков	NG_MISSING_KEY		
is	NG	game.- '&7Всего сундуков	NG_MISSING_KEY		
ko	NG	game.- '&7Всего сундуков	NG_MISSING_KEY		
la	NG	game.- '&7Всего сундуков	NG_MISSING_KEY		
lzh	NG	game.- '&7Всего сундуков	NG_MISSING_KEY		
nl	NG	game.- '&7Всего сундуков	NG_MISSING_KEY		
ojp	NG	game.- '&7Всего сундуков	NG_MISSING_KEY		
pt	NG	game.- '&7Всего сундуков	NG_MISSING_KEY		
ru	NG	game.- '&7Всего сундуков	NG_PLACEHOLDER_MISMATCH en=[] lang=['{totalChests}']		&f{totalChests}'
sa	NG	game.- '&7Всего сундуков	NG_MISSING_KEY		
zh_tw	NG	game.- '&7Всего сундуков	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7Всего сундуков	NG_MISSING_KEY		
ja	NG	game.- '&7Другие сундуки	NG_MISSING_KEY		
en	NG	game.- '&7Другие сундуки	NG_MISSING_KEY		
de	NG	game.- '&7Другие сундуки	NG_MISSING_KEY		
it	NG	game.- '&7Другие сундуки	NG_MISSING_KEY		
sv	NG	game.- '&7Другие сундуки	NG_MISSING_KEY		
es	NG	game.- '&7Другие сундуки	NG_MISSING_KEY		
fi	NG	game.- '&7Другие сундуки	NG_MISSING_KEY		
fr	NG	game.- '&7Другие сундуки	NG_MISSING_KEY		
hi	NG	game.- '&7Другие сундуки	NG_MISSING_KEY		
is	NG	game.- '&7Другие сундуки	NG_MISSING_KEY		
ko	NG	game.- '&7Другие сундуки	NG_MISSING_KEY		
la	NG	game.- '&7Другие сундуки	NG_MISSING_KEY		
lzh	NG	game.- '&7Другие сундуки	NG_MISSING_KEY		
nl	NG	game.- '&7Другие сундуки	NG_MISSING_KEY		
ojp	NG	game.- '&7Другие сундуки	NG_MISSING_KEY		
pt	NG	game.- '&7Другие сундуки	NG_MISSING_KEY		
ru	NG	game.- '&7Другие сундуки	NG_PLACEHOLDER_MISMATCH en=[] lang=['{otherChests}']		&f{otherChests}'
sa	NG	game.- '&7Другие сундуки	NG_MISSING_KEY		
zh_tw	NG	game.- '&7Другие сундуки	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7Другие сундуки	NG_MISSING_KEY		
ja	NG	game.- '&7Итоговый счёт	NG_MISSING_KEY		
en	NG	game.- '&7Итоговый счёт	NG_MISSING_KEY		
de	NG	game.- '&7Итоговый счёт	NG_MISSING_KEY		
it	NG	game.- '&7Итоговый счёт	NG_MISSING_KEY		
sv	NG	game.- '&7Итоговый счёт	NG_MISSING_KEY		
es	NG	game.- '&7Итоговый счёт	NG_MISSING_KEY		
fi	NG	game.- '&7Итоговый счёт	NG_MISSING_KEY		
fr	NG	game.- '&7Итоговый счёт	NG_MISSING_KEY		
hi	NG	game.- '&7Итоговый счёт	NG_MISSING_KEY		
is	NG	game.- '&7Итоговый счёт	NG_MISSING_KEY		
ko	NG	game.- '&7Итоговый счёт	NG_MISSING_KEY		
la	NG	game.- '&7Итоговый счёт	NG_MISSING_KEY		
lzh	NG	game.- '&7Итоговый счёт	NG_MISSING_KEY		
nl	NG	game.- '&7Итоговый счёт	NG_MISSING_KEY		
ojp	NG	game.- '&7Итоговый счёт	NG_MISSING_KEY		
pt	NG	game.- '&7Итоговый счёт	NG_MISSING_KEY		
ru	NG	game.- '&7Итоговый счёт	NG_PLACEHOLDER_MISMATCH en=[] lang=['{score}']		&f{score}'
sa	NG	game.- '&7Итоговый счёт	NG_MISSING_KEY		
zh_tw	NG	game.- '&7Итоговый счёт	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7Итоговый счёт	NG_MISSING_KEY		
ja	NG	game.- '&7Множитель	NG_MISSING_KEY		
en	NG	game.- '&7Множитель	NG_MISSING_KEY		
de	NG	game.- '&7Множитель	NG_MISSING_KEY		
it	NG	game.- '&7Множитель	NG_MISSING_KEY		
sv	NG	game.- '&7Множитель	NG_MISSING_KEY		
es	NG	game.- '&7Множитель	NG_MISSING_KEY		
fi	NG	game.- '&7Множитель	NG_MISSING_KEY		
fr	NG	game.- '&7Множитель	NG_MISSING_KEY		
hi	NG	game.- '&7Множитель	NG_MISSING_KEY		
is	NG	game.- '&7Множитель	NG_MISSING_KEY		
ko	NG	game.- '&7Множитель	NG_MISSING_KEY		
la	NG	game.- '&7Множитель	NG_MISSING_KEY		
lzh	NG	game.- '&7Множитель	NG_MISSING_KEY		
nl	NG	game.- '&7Множитель	NG_MISSING_KEY		
ojp	NG	game.- '&7Множитель	NG_MISSING_KEY		
pt	NG	game.- '&7Множитель	NG_MISSING_KEY		
ru	NG	game.- '&7Множитель	NG_PLACEHOLDER_MISMATCH en=[] lang=['{xMultiplier}']		&f{xMultiplier}'
sa	NG	game.- '&7Множитель	NG_MISSING_KEY		
zh_tw	NG	game.- '&7Множитель	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7Множитель	NG_MISSING_KEY		
ja	NG	game.- '&7Сложность	NG_MISSING_KEY		
en	NG	game.- '&7Сложность	NG_MISSING_KEY		
de	NG	game.- '&7Сложность	NG_MISSING_KEY		
it	NG	game.- '&7Сложность	NG_MISSING_KEY		
sv	NG	game.- '&7Сложность	NG_MISSING_KEY		
es	NG	game.- '&7Сложность	NG_MISSING_KEY		
fi	NG	game.- '&7Сложность	NG_MISSING_KEY		
fr	NG	game.- '&7Сложность	NG_MISSING_KEY		
hi	NG	game.- '&7Сложность	NG_MISSING_KEY		
is	NG	game.- '&7Сложность	NG_MISSING_KEY		
ko	NG	game.- '&7Сложность	NG_MISSING_KEY		
la	NG	game.- '&7Сложность	NG_MISSING_KEY		
lzh	NG	game.- '&7Сложность	NG_MISSING_KEY		
nl	NG	game.- '&7Сложность	NG_MISSING_KEY		
ojp	NG	game.- '&7Сложность	NG_MISSING_KEY		
pt	NG	game.- '&7Сложность	NG_MISSING_KEY		
ru	NG	game.- '&7Сложность	NG_PLACEHOLDER_MISMATCH en=[] lang=['{difficulty}']		&f{difficulty}'
sa	NG	game.- '&7Сложность	NG_MISSING_KEY		
zh_tw	NG	game.- '&7Сложность	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7Сложность	NG_MISSING_KEY		
ja	NG	game.- '&7Сундуки с сокровищами	NG_MISSING_KEY		
en	NG	game.- '&7Сундуки с сокровищами	NG_MISSING_KEY		
de	NG	game.- '&7Сундуки с сокровищами	NG_MISSING_KEY		
it	NG	game.- '&7Сундуки с сокровищами	NG_MISSING_KEY		
sv	NG	game.- '&7Сундуки с сокровищами	NG_MISSING_KEY		
es	NG	game.- '&7Сундуки с сокровищами	NG_MISSING_KEY		
fi	NG	game.- '&7Сундуки с сокровищами	NG_MISSING_KEY		
fr	NG	game.- '&7Сундуки с сокровищами	NG_MISSING_KEY		
hi	NG	game.- '&7Сундуки с сокровищами	NG_MISSING_KEY		
is	NG	game.- '&7Сундуки с сокровищами	NG_MISSING_KEY		
ko	NG	game.- '&7Сундуки с сокровищами	NG_MISSING_KEY		
la	NG	game.- '&7Сундуки с сокровищами	NG_MISSING_KEY		
lzh	NG	game.- '&7Сундуки с сокровищами	NG_MISSING_KEY		
nl	NG	game.- '&7Сундуки с сокровищами	NG_MISSING_KEY		
ojp	NG	game.- '&7Сундуки с сокровищами	NG_MISSING_KEY		
pt	NG	game.- '&7Сундуки с сокровищами	NG_MISSING_KEY		
ru	NG	game.- '&7Сундуки с сокровищами	NG_PLACEHOLDER_MISMATCH en=[] lang=['{treasureChests}']		&f{treasureChests}'
sa	NG	game.- '&7Сундуки с сокровищами	NG_MISSING_KEY		
zh_tw	NG	game.- '&7Сундуки с сокровищами	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7Сундуки с сокровищами	NG_MISSING_KEY		
ja	NG	game.- '&7Штраф	NG_MISSING_KEY		
en	NG	game.- '&7Штраф	NG_MISSING_KEY		
de	NG	game.- '&7Штраф	NG_MISSING_KEY		
it	NG	game.- '&7Штраф	NG_MISSING_KEY		
sv	NG	game.- '&7Штраф	NG_MISSING_KEY		
es	NG	game.- '&7Штраф	NG_MISSING_KEY		
fi	NG	game.- '&7Штраф	NG_MISSING_KEY		
fr	NG	game.- '&7Штраф	NG_MISSING_KEY		
hi	NG	game.- '&7Штраф	NG_MISSING_KEY		
is	NG	game.- '&7Штраф	NG_MISSING_KEY		
ko	NG	game.- '&7Штраф	NG_MISSING_KEY		
la	NG	game.- '&7Штраф	NG_MISSING_KEY		
lzh	NG	game.- '&7Штраф	NG_MISSING_KEY		
nl	NG	game.- '&7Штраф	NG_MISSING_KEY		
ojp	NG	game.- '&7Штраф	NG_MISSING_KEY		
pt	NG	game.- '&7Штраф	NG_MISSING_KEY		
ru	NG	game.- '&7Штраф	NG_PLACEHOLDER_MISMATCH en=[] lang=['{penalty}']		&f{penalty}'
sa	NG	game.- '&7Штраф	NG_MISSING_KEY		
zh_tw	NG	game.- '&7Штраф	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7Штраф	NG_MISSING_KEY		
ja	NG	game.- '&7अन्तिमाङ्कः	NG_MISSING_KEY		
en	NG	game.- '&7अन्तिमाङ्कः	NG_MISSING_KEY		
de	NG	game.- '&7अन्तिमाङ्कः	NG_MISSING_KEY		
it	NG	game.- '&7अन्तिमाङ्कः	NG_MISSING_KEY		
sv	NG	game.- '&7अन्तिमाङ्कः	NG_MISSING_KEY		
es	NG	game.- '&7अन्तिमाङ्कः	NG_MISSING_KEY		
fi	NG	game.- '&7अन्तिमाङ्कः	NG_MISSING_KEY		
fr	NG	game.- '&7अन्तिमाङ्कः	NG_MISSING_KEY		
hi	NG	game.- '&7अन्तिमाङ्कः	NG_MISSING_KEY		
is	NG	game.- '&7अन्तिमाङ्कः	NG_MISSING_KEY		
ko	NG	game.- '&7अन्तिमाङ्कः	NG_MISSING_KEY		
la	NG	game.- '&7अन्तिमाङ्कः	NG_MISSING_KEY		
lzh	NG	game.- '&7अन्तिमाङ्कः	NG_MISSING_KEY		
nl	NG	game.- '&7अन्तिमाङ्कः	NG_MISSING_KEY		
ojp	NG	game.- '&7अन्तिमाङ्कः	NG_MISSING_KEY		
pt	NG	game.- '&7अन्तिमाङ्कः	NG_MISSING_KEY		
ru	NG	game.- '&7अन्तिमाङ्कः	NG_MISSING_KEY		
sa	NG	game.- '&7अन्तिमाङ्कः	NG_PLACEHOLDER_MISMATCH en=[] lang=['{score}']		&f{score}'
zh_tw	NG	game.- '&7अन्तिमाङ्कः	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7अन्तिमाङ्कः	NG_MISSING_KEY		
ja	NG	game.- '&7अन्य कूपिकाः	NG_MISSING_KEY		
en	NG	game.- '&7अन्य कूपिकाः	NG_MISSING_KEY		
de	NG	game.- '&7अन्य कूपिकाः	NG_MISSING_KEY		
it	NG	game.- '&7अन्य कूपिकाः	NG_MISSING_KEY		
sv	NG	game.- '&7अन्य कूपिकाः	NG_MISSING_KEY		
es	NG	game.- '&7अन्य कूपिकाः	NG_MISSING_KEY		
fi	NG	game.- '&7अन्य कूपिकाः	NG_MISSING_KEY		
fr	NG	game.- '&7अन्य कूपिकाः	NG_MISSING_KEY		
hi	NG	game.- '&7अन्य कूपिकाः	NG_MISSING_KEY		
is	NG	game.- '&7अन्य कूपिकाः	NG_MISSING_KEY		
ko	NG	game.- '&7अन्य कूपिकाः	NG_MISSING_KEY		
la	NG	game.- '&7अन्य कूपिकाः	NG_MISSING_KEY		
lzh	NG	game.- '&7अन्य कूपिकाः	NG_MISSING_KEY		
nl	NG	game.- '&7अन्य कूपिकाः	NG_MISSING_KEY		
ojp	NG	game.- '&7अन्य कूपिकाः	NG_MISSING_KEY		
pt	NG	game.- '&7अन्य कूपिकाः	NG_MISSING_KEY		
ru	NG	game.- '&7अन्य कूपिकाः	NG_MISSING_KEY		
